,awards,imdb_id
21994,N/A,tt0051369
21995,N/A,tt0839851
21996,N/A,tt1845283
21997,N/A,tt0072228
21998,N/A,tt1727358
21999,3 wins & 9 nominations.,tt1757769
22000,N/A,tt0085867
22001,N/A,tt0075436
22002,N/A,tt0139060
22003,N/A,tt0112594
22004,N/A,tt0191019
22005,N/A,tt0816362
22006,N/A,tt0437489
22007,N/A,tt0071974
22008,N/A,tt0347330
22009,N/A,tt0452011
22010,1 nomination.,tt1413493
22011,N/A,tt2402179
22012,2 wins & 2 nominations.,tt1796406
22013,N/A,tt2386327
22014,1 win.,tt1853548
22015,1 nomination.,tt0479879
22016,N/A,tt0092750
22017,Nominated for 1 BAFTA Film Award. Another 5 wins & 14 nominations.,tt2315628
22018,Nominated for 4 Oscars. Another 32 wins & 76 nominations.,tt2431286
22019,Nominated for 1 Oscar. Another 8 wins & 14 nominations.,tt0816442
22020,3 wins & 15 nominations.,tt2083355
22021,2 wins & 5 nominations.,tt1085382
22022,Won 1 Oscar. Another 66 wins & 83 nominations.,tt2718492
22023,1 nomination.,tt2256749
22024,N/A,tt1250757
22025,N/A,tt0278067
22026,2 wins.,tt0046164
22027,N/A,tt3277552
22028,1 win.,tt0015493
22029,6 nominations.,tt1485763
22030,4 nominations.,tt2375379
22031,1 win & 1 nomination.,tt1604070
22032,N/A,tt0050112
22033,N/A,tt0099260
22034,Nominated for 1 Golden Globe. Another 22 wins & 66 nominations.,tt1951264
22035,Nominated for 3 Oscars. Another 16 wins & 86 nominations.,tt1170358
22036,5 nominations.,tt1335975
22037,N/A,tt0069228
22038,2 wins.,tt2332514
22039,1 win & 1 nomination.,tt0046264
22040,N/A,tt1359553
22041,N/A,tt1092058
22042,Won 1 Primetime Emmy. Another 1 win & 8 nominations.,tt0108956
22043,1 win & 1 nomination.,tt1905040
22044,N/A,tt0071679
22045,N/A,tt1344355
22046,N/A,tt2396226
22047,N/A,tt1805516
22048,N/A,tt0053651
22049,N/A,tt0054881
22050,N/A,tt0035771
22051,1 win.,tt0062979
22052,N/A,tt2387559
22053,1 nomination.,tt1196948
22054,2 nominations.,tt0099089
22055,2 wins.,tt0974977
22056,9 wins & 23 nominations.,tt1029231
22057,N/A,tt0070479
22058,N/A,tt0229367
22059,15 wins & 3 nominations.,tt2518924
22060,N/A,tt0034504
22061,1 nomination.,tt0040155
22062,N/A,tt2415464
22063,4 wins & 1 nomination.,tt1605765
22064,2 nominations.,tt2147048
22065,N/A,tt2314886
22066,N/A,tt0198913
22067,1 win.,tt0111159
22068,N/A,tt0109449
22069,2 wins.,tt0116717
22070,N/A,tt0075990
22071,8 wins & 6 nominations.,tt0284334
22072,1 win.,tt0069530
22073,7 nominations.,tt1396226
22074,Nominated for 1 Golden Globe. Another 10 wins & 21 nominations.,tt0808435
22075,Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,tt0051015
22076,4 wins & 7 nominations.,tt1386683
22077,1 win & 1 nomination.,tt1743724
22078,N/A,tt0099280
22079,N/A,tt0109494
22080,N/A,tt0088963
22081,N/A,tt3021058
22082,3 wins & 4 nominations.,tt1592292
22083,5 wins & 6 nominations.,tt1789810
22084,N/A,tt0203425
22085,1 nomination.,tt0040577
22086,Won 2 Oscars. Another 77 wins & 57 nominations.,tt2294629
22087,2 wins.,tt0164882
22088,N/A,tt0808265
22089,1 win.,tt0082272
22090,N/A,tt0074412
22091,1 win.,tt0263238
22092,N/A,tt0099259
22093,4 wins & 11 nominations.,tt2853614
22094,N/A,tt0089185
22095,1 win.,tt2168854
22096,N/A,tt0058933
22097,N/A,tt1129441
22098,N/A,tt2106675
22099,Nominated for 1 Golden Globe. Another 2 nominations.,tt0062310
22100,9 wins & 4 nominations.,tt1839522
22101,3 nominations.,tt1838603
22102,N/A,tt0113637
22103,2 wins & 8 nominations.,tt2429292
22104,N/A,tt1703049
22105,Nominated for 2 Oscars. Another 47 wins & 169 nominations.,tt2042568
22106,7 wins & 2 nominations.,tt1426374
22107,Nominated for 5 Oscars. Another 38 wins & 165 nominations.,tt0993846
22108,1 nomination.,tt2312718
22109,N/A,tt0089338
22110,N/A,tt0112763
22111,3 wins & 2 nominations.,tt0443570
22112,N/A,tt2628830
22113,1 win.,tt0076765
22114,1 nomination.,tt0084643
22115,N/A,tt0049745
22116,N/A,tt1885171
22117,1 nomination.,tt2086799
22118,Nominated for 1 Oscar. Another 12 wins & 29 nominations.,tt2304771
22119,Nominated for 2 Oscars. Another 15 wins & 62 nominations.,tt1322269
22120,N/A,tt0059080
22121,1 nomination.,tt0056714
22122,N/A,tt0200309
22123,N/A,tt1833888
22124,N/A,tt2786278
22125,1 win & 1 nomination.,tt2976920
22126,7 wins & 9 nominations.,tt2405182
22127,N/A,tt1510686
22128,N/A,tt2231554
22129,2 nominations.,tt0860907
22130,N/A,tt1641624
22131,N/A,tt2486630
22132,1 win & 1 nomination.,tt2224004
22133,1 nomination.,tt1462901
22134,N/A,tt0120381
22135,Nominated for 1 BAFTA Film Award. Another 1 win & 5 nominations.,tt3089388
22136,5 wins & 9 nominations.,tt2430104
22137,1 win & 1 nomination.,tt1261900
22138,N/A,tt1536440
22139,N/A,tt0060446
22140,1 win.,tt1015999
22141,Nominated for 10 Oscars. Another 70 wins & 208 nominations.,tt1800241
22142,5 wins & 18 nominations.,tt0359950
22143,Won 1 Oscar. Another 82 wins & 181 nominations.,tt1798709
22144,1 nomination.,tt0057503
22145,1 nomination.,tt0057715
22146,N/A,tt1381512
22147,1 nomination.,tt0069483
22148,1 win & 1 nomination.,tt0064036
22149,14 wins & 4 nominations.,tt1017428
22150,N/A,tt0877351
22151,3 wins.,tt1629747
22152,3 wins & 7 nominations.,tt2752200
22153,1 nomination.,tt0089488
22154,5 wins & 9 nominations.,tt2177509
22155,N/A,tt0035022
22156,2 wins & 2 nominations.,tt0072030
22157,N/A,tt0129767
22158,N/A,tt0052242
22159,N/A,tt0164982
22160,1 win & 2 nominations.,tt2421662
22161,2 wins & 1 nomination.,tt2359427
22162,1 nomination.,tt2201221
22163,N/A,tt1730311
22164,N/A,tt0188504
22165,2 nominations.,tt2071550
22166,N/A,tt0094962
22167,N/A,tt0033056
22168,N/A,tt2704212
22169,1 win.,tt0254334
22170,N/A,tt0215135
22171,N/A,tt0054230
22172,Nominated for 1 Primetime Emmy. Another 1 nomination.,tt3385404
22173,N/A,tt0340380
22174,1 win & 6 nominations.,tt1785612
22175,N/A,tt0122037
22176,4 nominations.,tt1285482
22177,1 win & 3 nominations.,tt0118942
22178,N/A,tt0088334
22179,N/A,tt0489085
22180,2 wins & 2 nominations.,tt1331115
22181,Nominated for 2 Oscars. Another 5 wins & 14 nominations.,tt1091191
22182,N/A,tt0112668
22183,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,tt0406649
22184,2 nominations.,tt2299368
22185,N/A,tt0057714
22186,2 wins & 4 nominations.,tt2235902
22187,2 wins & 6 nominations.,tt1571401
22188,N/A,tt1764282
22189,N/A,tt0052063
22190,3 wins.,tt0069214
22191,1 nomination.,tt1727523
22192,1 nomination.,tt0112820
22193,1 nomination.,tt1696192
22194,Nominated for 1 BAFTA Film Award. Another 2 wins & 7 nominations.,tt1638364
22195,N/A,tt0076313
22196,1 win & 8 nominations.,tt2663812
22197,N/A,tt0091560
22198,N/A,tt0835378
22199,Nominated for 1 Oscar. Another 13 wins & 72 nominations.,tt2140373
22200,1 nomination.,tt1596572
22201,N/A,tt2287675
22202,1 win & 4 nominations.,tt1810798
22203,N/A,tt0060434
22204,N/A,tt0044477
22205,N/A,tt0053672
22206,N/A,tt0130377
22207,1 nomination.,tt0191664
22208,6 wins & 5 nominations.,tt1446208
22209,N/A,tt0057442
22210,N/A,tt0425624
22211,1 nomination.,tt0783522
22212,1 nomination.,tt2674152
22213,N/A,tt0074226
22214,1 nomination.,tt0164984
22215,N/A,tt0015036
22216,1 nomination.,tt1817287
22217,20 wins & 10 nominations.,tt1646221
22218,N/A,tt2095568
22219,N/A,tt2198241
22220,5 wins & 1 nomination.,tt1838520
22221,6 wins.,tt0795426
22222,2 nominations.,tt1041804
22223,N/A,tt2763790
22224,3 wins & 3 nominations.,tt0217066
22225,N/A,tt0106683
22226,1 nomination.,tt0087998
22227,N/A,tt0101688
22228,N/A,tt0064688
22229,2 wins & 1 nomination.,tt0082998
22230,5 wins & 2 nominations.,tt0452604
22231,1 win & 1 nomination.,tt0259340
22232,N/A,tt0070013
22233,N/A,tt0081250
22234,N/A,tt0202154
22235,1 nomination.,tt0123335
22236,N/A,tt2430084
22237,2 wins & 1 nomination.,tt0116056
22238,N/A,tt0118951
22239,11 wins & 10 nominations.,tt1764275
22240,N/A,tt0073324
22241,N/A,tt0113224
22242,N/A,tt0162854
22243,N/A,tt1605803
22244,N/A,tt2244856
22245,1 nomination.,tt1935749
22246,N/A,tt2275471
22247,N/A,tt1288461
22248,N/A,tt1422651
22249,12 wins & 18 nominations.,tt2184331
22250,1 win & 7 nominations.,tt0249677
22251,4 nominations.,tt1321511
22252,N/A,tt0180657
22253,6 wins & 1 nomination.,tt1695765
22254,N/A,tt0065744
22255,1 nomination.,tt0057967
22256,N/A,tt2969050
22257,N/A,tt0059942
22258,N/A,tt0143012
22259,1 nomination.,tt0199905
22260,1 win & 23 nominations.,tt1229340
22261,5 wins & 2 nominations.,tt2093109
22262,Nominated for 3 Primetime Emmys. Another 1 win & 5 nominations.,tt2299248
22263,2 wins & 2 nominations.,tt2505938
22264,4 wins & 2 nominations.,tt2536846
22265,1 win & 1 nomination.,tt2400283
22266,10 wins & 25 nominations.,tt3003668
22267,Won 1 Primetime Emmy. Another 3 nominations.,tt2883224
22268,N/A,tt0071950
22269,1 win & 6 nominations.,tt1455810
22270,2 wins & 6 nominations.,tt3009336
22271,Nominated for 2 Primetime Emmys. Another 2 wins & 1 nomination.,tt2319863
22272,2 nominations.,tt0057556
22273,N/A,tt0039266
22274,N/A,tt0077525
22275,33 wins & 103 nominations.,tt1706620
22276,N/A,tt0070861
22277,1 nomination.,tt0086723
22278,N/A,tt0060584
22279,1 win & 6 nominations.,tt1568816
22280,N/A,tt2325719
22281,N/A,tt0099401
22282,N/A,tt0090930
22283,N/A,tt0066221
22284,6 nominations.,tt2345567
22285,1 nomination.,tt0077233
22286,1 nomination.,tt2166616
22287,N/A,tt1292569
22288,1 win.,tt0104101
22289,N/A,tt0101741
22290,3 wins & 5 nominations.,tt0087373
22291,N/A,tt2458106
22292,N/A,tt0088701
22293,N/A,tt0817307
22294,1 win.,tt0078058
22295,N/A,tt1128071
22296,N/A,tt3415676
22297,5 wins & 9 nominations.,tt2062575
22298,1 nomination.,tt2258233
22299,N/A,tt0080764
22300,N/A,tt2836166
22301,N/A,tt0137427
22302,N/A,tt1879030
22303,3 wins & 5 nominations.,tt2325741
22304,N/A,tt1906329
22305,N/A,tt1560671
22306,1 win.,tt0080530
22307,N/A,tt1657284
22308,N/A,tt1623765
22309,7 wins & 8 nominations.,tt0845439
22310,N/A,tt1663143
22311,3 wins & 4 nominations.,tt1384927
22312,2 nominations.,tt1670388
22313,2 nominations.,tt1083448
22314,5 wins & 4 nominations.,tt2987732
22315,N/A,tt2421234
22316,N/A,tt0068692
22317,2 wins & 3 nominations.,tt1686053
22318,1 win & 3 nominations.,tt1664971
22319,1 win & 2 nominations.,tt1282152
22320,1 win & 4 nominations.,tt2389120
22321,N/A,tt2669832
22322,3 wins & 2 nominations.,tt0342771
22323,1 win & 1 nomination.,tt3421186
22324,3 wins & 3 nominations.,tt2325909
22325,N/A,tt1907628
22326,4 wins & 3 nominations.,tt2147550
22327,1 win.,tt2325717
22328,N/A,tt0184197
22329,2 wins & 1 nomination.,tt3104078
22330,2 wins & 3 nominations.,tt2570738
22331,2 wins & 4 nominations.,tt2419284
22332,2 wins & 2 nominations.,tt2357790
22333,3 nominations.,tt2173366
22334,1 win & 12 nominations.,tt3194532
22335,5 nominations.,tt2101473
22336,N/A,tt1247667
22337,N/A,tt0008950
22338,2 wins & 3 nominations.,tt0104362
22339,N/A,tt2513616
22340,Nominated for 2 Primetime Emmys. Another 1 win.,tt0073138
22341,5 wins.,tt0177511
22342,1 win & 1 nomination.,tt1874522
22343,1 win & 11 nominations.,tt2352230
22344,N/A,tt0985680
22345,11 wins & 22 nominations.,tt1954315
22346,N/A,tt2374196
22347,Won 1 Oscar. Another 8 wins & 2 nominations.,tt1669698
22348,1 win.,tt0082835
22349,1 win.,tt0093543
22350,1 nomination.,tt0186725
22351,N/A,tt0066572
22352,N/A,tt1592530
22353,5 nominations.,tt2208272
22354,12 wins & 9 nominations.,tt2182209
22355,N/A,tt0124621
22356,N/A,tt2572632
22357,14 wins & 2 nominations.,tt1427298
22358,N/A,tt0079117
22359,1 nomination.,tt2025667
22360,N/A,tt1091666
22361,N/A,tt0337610
22362,5 wins & 1 nomination.,tt0075647
22363,2 nominations.,tt2088871
22364,1 nomination.,tt2091318
22365,N/A,tt1429432
22366,2 wins & 3 nominations.,tt1356790
22367,1 win & 1 nomination.,tt1661382
22368,1 nomination.,tt3165608
22369,11 wins & 22 nominations.,tt0422091
22370,1 win.,tt3011874
22371,N/A,tt1341746
22372,3 wins & 3 nominations.,tt1942989
22373,N/A,tt0465657
22374,1 nomination.,tt1421383
22375,Won 1 Primetime Emmy. Another 3 nominations.,tt1201658
22376,N/A,tt0982913
22377,N/A,tt2281095
22378,N/A,tt2369396
22379,1 win.,tt0248965
22380,N/A,tt3311384
22381,N/A,tt2317524
22382,N/A,tt0162503
22383,N/A,tt0069536
22384,3 nominations.,tt2072236
22385,1 nomination.,tt1311060
22386,N/A,tt1509788
22387,N/A,tt0106743
22388,N/A,tt0099462
22389,N/A,tt0988086
22390,3 nominations.,tt2473682
22391,9 wins & 42 nominations.,tt1714915
22392,6 wins & 1 nomination.,tt0067249
22393,N/A,tt0025189
22394,N/A,tt0307538
22395,N/A,tt1176095
22396,N/A,tt0076706
22397,N/A,tt0110420
22398,N/A,tt1814930
22399,1 nomination.,tt1081731
22400,3 wins & 2 nominations.,tt0073034
22401,N/A,tt0061580
22402,1 nomination.,tt0282178
22403,N/A,tt0097260
22404,2 wins.,tt0484360
22405,4 wins & 3 nominations.,tt0119204
22406,N/A,tt0400201
22407,N/A,tt0082461
22408,N/A,tt0068704
22409,N/A,tt0065163
22410,N/A,tt0059887
22411,N/A,tt1941541
22412,Nominated for 1 BAFTA Film Award. Another 29 wins & 35 nominations.,tt2350496
22413,14 wins & 4 nominations.,tt1776222
22414,N/A,tt0020094
22415,N/A,tt0168922
22416,N/A,tt0112998
22417,N/A,tt0109760
22418,N/A,tt0446463
22419,1 win & 1 nomination.,tt0053306
22420,N/A,tt1833843
22421,1 win.,tt2113683
22422,4 wins.,tt0382721
22423,2 wins & 7 nominations.,tt0080711
22424,2 wins & 7 nominations.,tt2707858
22425,1 nomination.,tt1135083
22426,2 wins & 3 nominations.,tt0290916
22427,N/A,tt0271984
22428,1 win.,tt1847548
22429,N/A,tt0099103
22430,Nominated for 1 Oscar. Another 1 win & 7 nominations.,tt1700845
22431,7 nominations.,tt2295196
22432,7 wins & 4 nominations.,tt2263944
22433,N/A,tt1774358
22434,8 wins & 5 nominations.,tt1634003
22435,N/A,tt1107812
22436,N/A,tt2325002
22437,4 wins & 5 nominations.,tt1305131
22438,N/A,tt0092734
22439,N/A,tt0061081
22440,1 win.,tt0026409
22441,N/A,tt0026137
22442,N/A,tt0040342
22443,21 wins & 44 nominations.,tt2331143
22444,7 wins & 20 nominations.,tt2058107
22445,N/A,tt1844770
22446,N/A,tt0047220
22447,1 nomination.,tt1758595
22448,1 win & 2 nominations.,tt1618445
22449,5 wins & 11 nominations.,tt2309021
22450,N/A,tt0142244
22451,N/A,tt0452029
22452,N/A,tt0025132
22453,N/A,tt0124578
22454,N/A,tt0029989
22455,N/A,tt0039595
22456,2 nominations.,tt0101970
22457,3 wins & 6 nominations.,tt0388377
22458,1 win & 5 nominations.,tt1391116
22459,14 wins & 11 nominations.,tt2315200
22460,1 win & 1 nomination.,tt2370224
22461,N/A,tt0022409
22462,N/A,tt0062373
22463,N/A,tt1024188
22464,N/A,tt0346039
22465,21 wins & 14 nominations.,tt3155604
22466,N/A,tt3218680
22467,1 win.,tt0311926
22468,2 wins & 1 nomination.,tt0417046
22469,N/A,tt1292039
22470,N/A,tt0097335
22471,1 win & 1 nomination.,tt0113935
22472,1 nomination.,tt2459100
22473,2 nominations.,tt1937118
22474,1 nomination.,tt2395385
22475,5 wins & 8 nominations.,tt2112206
22476,N/A,tt0142250
22477,N/A,tt0861730
22478,N/A,tt0285104
22479,N/A,tt1279185
22480,N/A,tt1623777
22481,N/A,tt2288005
22482,N/A,tt0037505
22483,N/A,tt1999141
22484,N/A,tt1113810
22485,6 wins & 6 nominations.,tt1850419
22486,4 wins.,tt0416960
22487,N/A,tt0049453
22488,1 win.,tt0069117
22489,N/A,tt1844643
22490,Nominated for 1 Oscar. Another 8 wins & 13 nominations.,tt2355540
22491,N/A,tt2236182
22492,3 wins & 6 nominations.,tt3091552
22493,N/A,tt0116497
22494,N/A,tt1801123
22495,1 win & 7 nominations.,tt1408253
22496,N/A,tt0023327
22497,N/A,tt1736552
22498,N/A,tt0206179
22499,2 nominations.,tt1205537
22500,7 wins & 11 nominations.,tt1840309
22501,N/A,tt1094249
22502,9 wins & 8 nominations.,tt0111170
22503,N/A,tt0086357
22504,N/A,tt2304953
22505,N/A,tt0322526
22506,1 nomination.,tt1946269
22507,9 wins & 28 nominations.,tt2707848
22508,N/A,tt0084540
22509,1 nomination.,tt2842128
22510,N/A,tt0025725
22511,Nominated for 1 Oscar. Another 16 wins & 14 nominations.,tt2486682
22512,N/A,tt1723642
22513,1 nomination.,tt0099557
22514,1 win.,tt0082367
22515,3 nominations.,tt2752758
22516,2 nominations.,tt3019694
22517,N/A,tt2673812
22518,1 nomination.,tt0403539
22519,N/A,tt0491145
22520,N/A,tt0135037
22521,1 nomination.,tt0050152
22522,N/A,tt0113063
22523,N/A,tt0058403
22524,N/A,tt2397489
22525,1 nomination.,tt0367232
22526,N/A,tt1930294
22527,N/A,tt0099578
22528,N/A,tt1793239
22529,N/A,tt2201034
22530,Won 1 Primetime Emmy. Another 3 wins & 9 nominations.,tt0481522
22531,N/A,tt0035807
22532,N/A,tt0038780
22533,Won 1 Golden Globe. Another 3 wins & 6 nominations.,tt0217363
22534,1 win.,tt0371530
22535,1 win & 1 nomination.,tt1540741
22536,1 win & 4 nominations.,tt0782700
22537,5 nominations.,tt0198837
22538,N/A,tt0356922
22539,N/A,tt0056636
22540,N/A,tt0024360
22541,N/A,tt0022635
22542,N/A,tt0296625
22543,3 wins.,tt0162556
22544,N/A,tt1504403
22545,1 nomination.,tt1327599
22546,2 wins.,tt0052382
22547,N/A,tt0249259
22548,N/A,tt0177293
22549,N/A,tt0135509
22550,11 nominations.,tt2248944
22551,1 win & 1 nomination.,tt1876330
22552,1 nomination.,tt0069808
22553,N/A,tt0404011
22554,N/A,tt0445972
22555,4 wins & 10 nominations.,tt2296697
22556,1 nomination.,tt1734067
22557,1 nomination.,tt0387541
22558,4 wins & 7 nominations.,tt1464191
22559,N/A,tt0135520
22560,N/A,tt0135673
22561,N/A,tt0106946
22562,N/A,tt0965484
22563,2 wins & 10 nominations.,tt2297063
22564,N/A,tt0953404
22565,N/A,tt0439574
22566,1 nomination.,tt0985119
22567,N/A,tt1844633
22568,N/A,tt0029695
22569,N/A,tt3060952
22570,N/A,tt0063000
22571,3 wins & 2 nominations.,tt2328549
22572,7 wins & 9 nominations.,tt2094890
22573,3 wins & 10 nominations.,tt2078586
22574,2 wins & 4 nominations.,tt1592521
22575,22 wins & 92 nominations.,tt2178470
22576,N/A,tt2936174
22577,Nominated for 1 Golden Globe. Another 2 wins & 6 nominations.,tt1094661
22578,N/A,tt1386654
22579,N/A,tt0458375
22580,N/A,tt0079808
22581,N/A,tt2385027
22582,N/A,tt0399854
22583,1 win.,tt0029594
22584,1 win & 3 nominations.,tt1588342
22585,2 wins & 1 nomination.,tt2514894
22586,1 win.,tt0059958
22587,Nominated for 1 Oscar. Another 14 wins & 15 nominations.,tt1816518
22588,N/A,tt0048814
22589,Nominated for 1 Primetime Emmy. Another 1 win & 3 nominations.,tt0200138
22590,2 wins & 6 nominations.,tt1226334
22591,1 win.,tt1302559
22592,N/A,tt0027908
22593,1 win.,tt0192718
22594,N/A,tt2513092
22595,N/A,tt1757800
22596,N/A,tt2222206
22597,N/A,tt1510926
22598,N/A,tt0130236
22599,N/A,tt0217679
22600,N/A,tt0104309
22601,N/A,tt0106980
22602,2 wins & 1 nomination.,tt0446370
22603,1 nomination.,tt1414368
22604,1 nomination.,tt0086345
22605,1 win.,tt2011276
22606,6 wins & 6 nominations.,tt1714833
22607,N/A,tt0089478
22608,N/A,tt0062645
22609,N/A,tt0014672
22610,1 win.,tt2186812
22611,1 win & 6 nominations.,tt1733679
22612,N/A,tt0073620
22613,Nominated for 1 Golden Globe. Another 1 nomination.,tt0070068
22614,N/A,tt2654360
22615,4 nominations.,tt1188992
22616,1 win & 9 nominations.,tt1347508
22617,N/A,tt0021632
22618,N/A,tt0099090
22619,N/A,tt0082425
22620,N/A,tt0082440
22621,1 nomination.,tt1418377
22622,N/A,tt2488310
22623,N/A,tt1587157
22624,N/A,tt0051638
22625,N/A,tt0050143
22626,N/A,tt0267659
22627,Won 3 Primetime Emmys. Another 9 wins & 19 nominations.,tt0995832
22628,N/A,tt0109893
22629,2 nominations.,tt0140627
22630,N/A,tt1609479
22631,N/A,tt0371954
22632,N/A,tt0930072
22633,16 wins & 23 nominations.,tt2316411
22634,N/A,tt1754506
22635,N/A,tt1109523
22636,4 wins & 22 nominations.,tt2142055
22637,4 wins & 1 nomination.,tt0112304
22638,3 wins.,tt0120307
22639,16 wins & 14 nominations.,tt2309224
22640,5 wins & 7 nominations.,tt2586000
22641,1 win & 2 nominations.,tt1074194
22642,5 wins & 7 nominations.,tt1552197
22643,3 wins & 2 nominations.,tt1347521
22644,N/A,tt0033477
22645,N/A,tt0457290
22646,18 wins & 38 nominations.,tt2852458
22647,Nominated for 1 Golden Globe. Another 5 nominations.,tt1967545
22648,8 wins & 26 nominations.,tt2427892
22649,2 wins & 5 nominations.,tt2402623
22650,3 wins & 3 nominations.,tt1625150
22651,N/A,tt1186373
22652,Nominated for 1 Primetime Emmy. Another 4 nominations.,tt3074694
22653,N/A,tt0020439
22654,N/A,tt0408199
22655,N/A,tt0470023
22656,3 wins.,tt0785002
22657,N/A,tt0077241
22658,1 win.,tt0445800
22659,N/A,tt0068673
22660,5 wins & 7 nominations.,tt0138104
22661,1 win & 1 nomination.,tt0116446
22662,N/A,tt0095256
22663,N/A,tt0119244
22664,5 wins & 6 nominations.,tt1981107
22665,N/A,tt2407712
22666,N/A,tt0093345
22667,N/A,tt0115647
22668,1 nomination.,tt1054115
22669,N/A,tt0087903
22670,N/A,tt0085627
22671,N/A,tt1726861
22672,N/A,tt0074216
22673,N/A,tt2293750
22674,N/A,tt0021576
22675,12 wins & 7 nominations.,tt0210843
22676,1 win & 1 nomination.,tt1827528
22677,N/A,tt2191861
22678,2 nominations.,tt2325989
22679,2 wins.,tt0127919
22680,1 win.,tt3183716
22681,N/A,tt0022873
22682,N/A,tt0062518
22683,N/A,tt0063834
22684,N/A,tt0064360
22685,19 wins & 16 nominations.,tt2425486
22686,N/A,tt0314390
22687,N/A,tt1208647
22688,N/A,tt0219430
22689,Nominated for 1 Oscar. Another 1 win.,tt0023794
22690,N/A,tt0043335
22691,3 wins & 3 nominations.,tt2177771
22692,2 nominations.,tt1855236
22693,Nominated for 1 Oscar. Another 73 wins & 61 nominations.,tt1490017
22694,N/A,tt0025965
22695,N/A,tt0022119
22696,2 nominations.,tt2339351
22697,1 win & 26 nominations.,tt2063008
22698,4 wins & 1 nomination.,tt1234721
22699,N/A,tt0117547
22700,5 nominations.,tt2172985
22701,N/A,tt0021282
22702,4 wins.,tt1535432
22703,N/A,tt0046770
22704,N/A,tt0042242
22705,14 wins & 26 nominations.,tt2382009
22706,Nominated for 1 Oscar. Another 1 nomination.,tt1957945
22707,N/A,tt2230434
22708,Won 1 Golden Globe. Another 5 wins & 9 nominations.,tt0088193
22709,Won 1 Golden Globe. Another 8 nominations.,tt0114565
22710,1 nomination.,tt0090631
22711,2 wins & 1 nomination.,tt1109574
22712,1 win.,tt0291400
22713,N/A,tt3479540
22714,N/A,tt0139673
22715,N/A,tt0380798
22716,N/A,tt0478548
22717,N/A,tt1412442
22718,N/A,tt0044417
22719,N/A,tt0037539
22720,N/A,tt1800671
22721,1 win.,tt2207072
22722,N/A,tt2731434
22723,N/A,tt0065850
22724,N/A,tt0112990
22725,N/A,tt3057718
22726,2 nominations.,tt1545660
22727,N/A,tt0171725
22728,1 win & 4 nominations.,tt0339385
22729,N/A,tt0072263
22730,1 win.,tt1322930
22731,1 win.,tt0981352
22732,N/A,tt0015152
22733,3 wins & 6 nominations.,tt2489734
22734,1 nomination.,tt1690389
22735,N/A,tt0405280
22736,2 wins & 5 nominations.,tt1742334
22737,1 win & 1 nomination.,tt2204340
22738,2 wins.,tt3462892
22739,2 wins & 6 nominations.,tt1285241
22740,3 wins.,tt0119861
22741,9 wins & 3 nominations.,tt0117315
22742,4 nominations.,tt1856053
22743,1 win.,tt0796232
22744,N/A,tt0054481
22745,3 wins & 1 nomination.,tt0342180
22746,N/A,tt0071212
22747,5 wins & 2 nominations.,tt1111313
22748,N/A,tt1839590
22749,N/A,tt2402200
22750,N/A,tt0458413
22751,N/A,tt3092076
22752,6 wins & 18 nominations.,tt2406252
22753,N/A,tt0080486
22754,N/A,tt3020226
22755,1 win & 4 nominations.,tt1776143
22756,N/A,tt0024514
22757,1 nomination.,tt1067765
22758,N/A,tt1878942
22759,1 win.,tt0089206
22760,2 wins & 7 nominations.,tt2333804
22761,1 win.,tt2318092
22762,2 nominations.,tt1837709
22763,N/A,tt2378884
22764,4 wins & 2 nominations.,tt2299206
22765,N/A,tt1763316
22766,N/A,tt2360880
22767,N/A,tt0054343
22768,N/A,tt0081242
22769,N/A,tt0073168
22770,N/A,tt1320378
22771,N/A,tt3184096
22772,N/A,tt0169606
22773,1 win.,tt0093383
22774,N/A,tt0032247
22775,Nominated for 1 BAFTA Film Award. Another 1 nomination.,tt0049007
22776,N/A,tt1738340
22777,N/A,tt1937133
22778,4 wins & 9 nominations.,tt2382396
22779,N/A,tt0088133
22780,6 wins & 9 nominations.,tt0105744
22781,1 win & 3 nominations.,tt0400647
22782,1 win & 1 nomination.,tt1002581
22783,N/A,tt0286727
22784,1 win.,tt0421045
22785,1 win.,tt0488962
22786,1 win.,tt2316465
22787,N/A,tt0045556
22788,N/A,tt1380784
22789,1 win.,tt0490170
22790,3 wins & 3 nominations.,tt2363471
22791,3 wins.,tt1559038
22792,N/A,tt1679227
22793,N/A,tt0204714
22794,N/A,tt0085141
22795,1 nomination.,tt2511428
22796,1 nomination.,tt0328955
22797,1 win & 17 nominations.,tt1236397
22798,N/A,tt1978532
22799,N/A,tt0467923
22800,1 win & 3 nominations.,tt1891769
22801,N/A,tt2072045
22802,1 nomination.,tt1563712
22803,Nominated for 3 Golden Globes. Another 29 wins & 27 nominations.,tt0821638
22804,N/A,tt0109271
22805,1 nomination.,tt0463953
22806,N/A,tt0046059
22807,N/A,tt0053558
22808,N/A,tt0871425
22809,2 wins & 6 nominations.,tt1815717
22810,6 wins & 12 nominations.,tt2369127
22811,1 win & 1 nomination.,tt0079820
22812,2 nominations.,tt2655788
22813,N/A,tt2062602
22814,1 win & 2 nominations.,tt1566591
22815,1 nomination.,tt1826590
22816,Won 4 Oscars. Another 127 wins & 218 nominations.,tt2278388
22817,1 win.,tt2390237
22818,1 nomination.,tt2708254
